mod	decision	link	motif	milestone	detail	ratified	ratify_note
t_and_t	MERGE	t_and_t ocean sail-ship loot → TFMG fuel / aeronautics supply (M-26, 1 row)	M-26		into: M-23 KEEP | reason: fuel-canister loot in a ship's hold is a flavor variant of the same aeronautics-supply loot-seed; fold into M-23 scope	MERGE	
t_and_t	MERGE	t_and_t village loot → coin seed M-08 (fort/ship, 1 row)	M-08		into: M-08 KEEP | reason: near-duplicate of the dominant KEEP row	MERGE	
t_and_t	CUT	t_and_t structures → aeronautics destination (no mechanical method, ×4 rows blank motif)			reason: no registered method connects a worldgen structure to the aeronautics pillar mechanically; flavor only; no-method	CUT	
t_and_t	CUT	t_and_t:conquered fort → MineColonies colony site (M-28, 3 rows REJECT dominant)	M-28		reason: MineColonies has its own colony-founding mechanic; "conquered fort becomes colony site" is world-design flavor advice, not an authored weave; REJECT dominant	CUT	
t_and_t	CUT	t_and_t conquerable outpost M-15 boss-key (6+2 rows)	M-15		reason: REJECT×6+1 dominant; the forts spawn pillagers, not unique bosses with signature drops; M-15 requires a boss drop as the gate item; motif mismatch	CUT	
t_and_t	CUT	t_and_t sail-ship loot → M-34 combat-route supply (2 rows)	M-34		reason: M-34 is combat-route supply (boss/danger farmed and traded); a static worldgen chest is exploration, not combat-route; motif mismatch	CUT	
t_and_t	CUT	t_and_t village structures → MineColonies colony integration flavor (2 rows, blank/M-15 mis-tag)	M-15		reason: worldgen-narrative adjacency, not a method-routed weave; no-method	CUT	
t_and_t	CUT	t_and_t ocean sail-ship → boss-key schematics (M-15, 1 row static structure)	M-15		reason: M-15 requires a boss drop; the sail-ship is a static structure, not a boss; REJECT	CUT	
t_and_t	CUT	t_and_t village chest loot → Create parts loot-seed (M-05, 1 row)	M-05		reason: seeding Create parts into loot is easier access to existing items, not a gating edge; M-05 requires a machine gated on Create parts as inputs	CUT	
t_and_t	CUT	t_and_t village structures → Numismatics bounty board seed (M-37 mis-tag, 1 row)	M-37		reason: motif mismatch — M-37 is research/knowledge gate; correct motif for bounty is M-26/M-28 but signal is 1 suggest with no delivery	CUT	
t_and_t	CUT	t_and_t village → bare "sellable location" (blank motif, 1 row)			reason: "a village is a trade hub" with no mechanic change is ambience, not a weave; no-method	CUT	
t_and_t	CUT	t_and_t as pure worldgen — no mechanical routing (×2 remaining thin rows)			reason: no-motif; ambient world design observation without an authored connection	CUT	
t_and_t	CUT	t_and_t village villager trades → villager-trade config (M-33, 1 row)	M-33		reason: the M-33 KEEP (Trading Floor stall config) already captures the trade-hub framing; re-implementing it through vanilla villager trades would be M-21 (NPC coin faucet — CUT per hard rules)	CUT	
t_and_t	CUT	t_and_t sail-ship → loot-seed aeronautics (M-15 again, 1 row)	M-15		reason: duplicate of the already-merged M-15 misfit; resolved in M-23 MERGE	CUT	
t_and_t	CUT	t_and_t conquerable fort → loot-table injection navigation chart (M-15 aeronautics, 1 row ACCEPT)	M-15		reason: interesting idea but M-15 requires a unique boss drop as gate item; a static fort's loot chart is not this; the M-23 KEEP already covers aeronautics loot-seeding from the sail-ship; overlap	CUT	
t_and_t	CUT	t_and_t village → minecolonies colony-expansion flavor (blank motif, 1 row)			reason: visual/thematic observation, not a method-routed edge; no-motif	CUT	
tacz	KEEP	tacz:gun_smith_table_crafting inputs → create (native-method gating, M-05)	M-05	v0.9.0	motif M-05 | delivery: recipe (KubeJS recipe override: gun_smith_table_crafting recipes for mid/high-tier guns require create:pressed iron sheet, create:brass ingot, or create_ironworks steel plate as components; basic guns may stay vanilla-inputs) | milestone: v0.7.0 | why "of course": you build the rifle at the Gun Smith Table but the barrel blank came off the rolling mill — manufacturing-era firearms require industrial infrastructure; 9-vote ACCEPT dominant	DONE	sweep S01: remove-default-tacz-guns.js deletes the entire tacz:gun_smith_table_crafting type + the four bench blocks (#187); all gu
tacz	KEEP	tacz high-tier guns → create:sequenced_assembly (M-06 keystone)	M-06	v0.9.0	motif M-06 | delivery: recipe (create:sequenced_assembly: derpack:incomplete_rifle / incomplete_lmg chain — barrel rifling + stock fitting + receiver seating; endgame precision firearms are factory products) | milestone: v0.7.0 | why "of course": a sniper-grade rifle isn't hand-assembled — it's a sequenced-assembly product on a Create line; 10-vote ACCEPT dominant	DONE	sweep S01: depth shipped as component chains into mechanical_crafting (sniper = gun_barrel+firing_mechanism+gun_trigger+createbigca
tacz	KEEP	tacz:ammo (consumable) → survival + economy (continuous consumption sink)	M-26	v0.9.0	motif M-26 | delivery: native (ammunition is irreversibly consumed per shot; continuous demand for metals, gunpowder, and lead creates a demand-renewal edge that never zeroes out; pairs with M-05 gate to ensure the metals must come from Create processing) | milestone: v0.13.0 | why "of course": every firefight drains the ammo supply — the combat specialist either runs a Create ammo line or trades for resupply; 6-vote ACCEPT	DONE	sweep S01: sink is native; the "metals via Create" pairing shipped — casing fills are sequenced_assembly (primer deploy + createimm
tacz	KEEP	tacz guns/ammo → economy (combat-route supply / emergent trade)	M-34	v0.13.0	motif M-34 | delivery: emergent (a Create-spine armorer produces guns and ammo to trade to non-combat players; guns and ammo are the canonical PvPvE commodity that non-combat players need but can't produce) | milestone: v0.9.0 | why "of course": not everyone fights — the dedicated armorer who can run the Create fabrication line supplies the rest; 5-vote ACCEPT	KEEP	
tacz	CUT	tacz turret / vehicle-mount theming → aeronautics structural (no motif, 14-REJECT)			motif n/a | reason: all-REJECT; no native TACZ↔Aeronautics integration surface; flavor-only adjacency is not a weave	CUT	
tacz	CUT	tacz:m67 grenade → createbigcannons munition assembly (M-29, 3-vote, REJECT-dominant)	M-29		motif M-29 | reason: REJECT-dominant; TACZ and Create Big Cannons are parallel weapons mods; forcing a cross-dependency where one explosive requires the other's method is a design conflict	CUT	
tacz	CUT	tacz:m67 grenade → loot-seed (M-02, 2-vote)	M-02		motif M-02 | reason: grenades in ruin loot is a delivery detail, not a weave; M-02 is for an isolated mob/boss drop given a use as a reagent; grenades are not a magic/economy reagent	CUT	
tacz	CUT	tacz:modern_kinetic_gun → aeronautics construction (M-24, 2-REJECT)	M-24		motif M-24 | reason: all-REJECT; TACZ doesn't natively integrate with Aeronautics turret mounts; aeronauticscompat covers other turret mods, not TACZ gun-smith guns	CUT	
tacz	CUT	tacz:ammo (scarce consumable) → numismatics sell/price (M-08, 1-REJECT)	M-08		motif M-08 | reason: REJECT; generic-sellable framing; M-08 requires the player-minted coin mechanic on a scarce regional metal, not a consumable	CUT	
tacz	CUT	tacz:m67 grenade → create:mixing gunpowder + metals (M-12, 1-REJECT)	M-12		motif M-12 | reason: REJECT; redundant with M-05 gate on the gun_smith_table itself; adding a separate mixing recipe for grenades when the table already covers the method is scope creep	CUT	
tacz	CUT	tacz:ammo_box → create:compacting (M-12, 1-ACCEPT)	M-12		motif M-12 | reason: compacting ammo casings via Create is a delivery detail of the M-05 gate (gun recipes at the table require pressed casings); adding a separate compacting weave creates a parallel path that competes with the M-05 anchor	CUT	
tacz	CUT	tacz:ammo → minecolonies colony-workshop route (M-28, 1 vote)	M-28		motif M-28 | reason: the colony blacksmith producing basic ammo is thematically interesting but tacz is already 3-anchor; adding a fourth anchor (economy + M-28) over-links; the M-34 trade anchor already covers the ammo-supply economy side; CUT to keep the slate clean	CUT	
tacz	CUT	tacz: boss drops as gun upgrade parts → boss loot seeding (M-15, 1-ACCEPT)	M-15		motif M-15 | reason: boss-drop gating on the highest-tier guns is valid but the M-06 sequenced-assembly KEEP can incorporate a boss-drop input step — it doesn't need a separate M-15 weave entry; fold into M-06 KEEP delivery note	CUT	
tacz	CUT	tacz guns/ammo as region-locked materials (M-30, 3 rows)	M-30		motif M-30 | reason: M-30 is ambient on any Create-steel-requiring machine; regional ore-scarcity gates ammo production as a consequence of the M-05 gate (Create-pressed steel/copper required); no new authoring needed beyond the M-05 recipe; fold into M-05 KEEP	CUT	
tacz	CUT	tacz aeronautics ship-mounted armament (no motif, 3 rows, REJECT)			motif n/a | reason: all-REJECT; no native integration; fold into the 14-REJECT aeronautics CUT	CUT	
tacz	CUT	tacz:ammo as aeronautics-mounted armament supply (no motif, 1-REJECT)			motif n/a | reason: no-motif; handheld firearms have no hook into Aeronautics construction methods; CUT	CUT	
tacz	MERGE	tacz gun_smith_table Create-gate (7-vote + 3-vote + 2-vote + multiple 1-vote rows)	M-05		into: M-05 KEEP | reason: all describe the same gun_smith_table → Create-pressed inputs gate; keep the 9-vote top row	MERGE	
tacz	MERGE	tacz high-tier sequenced assembly (6-vote + 5-vote + multiple 1-vote rows)	M-06		into: M-06 KEEP | reason: all describe the same sequenced-assembly for endgame firearms; keep the 10-vote top row	MERGE	
tacz	MERGE	tacz:ammo consumption sink (2-vote + multiple 1-vote rows)	M-26		into: M-26 KEEP | reason: all describe the same irreversible ammo-consumption loop; fold	MERGE	
tacz	MERGE	tacz guns/ammo combat supply trade (4-vote + 1-vote + multiple 1-vote rows)	M-34		into: M-34 KEEP | reason: all describe the same armorer-supplies-non-combat-players economy link; fold	MERGE	
terralith	KEEP	terralith biome c:tags (65) → GTMOGS regional ore-gen M-30	M-30	v0.13.0	motif M-30 | delivery: config (Terralith's 95 biomes are the hooks GTMOGS ore-gen datapacks use to scatter regional metals into distinct biome clusters; the scarcity foundation is only as good as the biome map it keys off; times_suggested=3 ACCEPT, unanimous) | milestone: v0.9.0 | why "of course": Terralith defines *where* regional ores appear — without the biome diversity, regional scarcity is just depth-layer locking; Terralith makes the geography meaningful [ratify-note: build-coupled — presumes GTMOGS biome-keying that is not yet authored; treat as blocked-on-worldgen-config, not a free recipe]	KEEP	
terralith	KEEP	terralith rare/fantastical biomes (Skylands, Moonlight Grove, Mirage Isles) → aeronautics logistics M-31	M-31	v0.13.0	motif M-31 | delivery: config (Skylands and floating terrain biomes are only reliably accessible by airship; the biomes that require flight to settle make the logistics arm mandatory for their resources; times_suggested=3 ACCEPT) | milestone: v0.9.0 | why "of course": "the Skylands are charted on the map — the only crew who harvests them regularly has an airship"; the fantastical terrain gives aeronautics a territorial reason to exist	KEEP	
terralith	KEEP	terralith Moonlight Grove / lunar biomes → magic M-22 (lunar/celestial reagent gate)	M-22	v0.11.0	motif M-22 | delivery: config (a magic reagent — e.g. galosphere lumiere shard variant, or a custom night-bloom herb — spawns exclusively in Terralith's sky/moon biomes; lunar-event gating + biome exclusivity = double-gated reagent; times_suggested=6 ACCEPT majority) | milestone: v0.11.0 | why "of course": a biome called Moonlight Grove is the obvious home for a lunar-gated magic ingredient — biome-exclusive magic supply makes Terralith's fantastical terrain economically meaningful	KEEP	
terralith	CUT	terralith biome variety → loot-seed coin / economy M-08	M-08		M-08 | reason: retired-economy — Terralith has no bespoke loot tables (loot=yes refers to vanilla structure tables placed in Terralith biomes); seeding coins into vanilla chests is ambient; REJECT majority	CUT	
terralith	CUT	terralith biomes → M-16 seasonal reagent (Serene Seasons crop gate)	M-16		M-16 | reason: no-method — M-16 requires a season-gated crop or material; Terralith defines biomes but contributes no items or recipes of its own; the season+biome combination is captured in KEEP-3 (M-22 lunar gate + biome exclusivity); REJECT majority	CUT	
terralith	CUT	terralith biomes → loot-seed (rare-biome terrain)			untagged | reason: no-method — Terralith has no bespoke loot tables to seed into; its loot=yes flag is for vanilla structure tables; REJECT unanimous across two phrasings	CUT	
terralith	CUT	terralith → recipe (any)			untagged | reason: no-method — Terralith is data-only (no own items, no recipes); recipe delivery is wrong for a worldgen mod; REJECT	CUT	
