mod	decision	link	motif	milestone	detail
s_a_b	MERGE	s_a_b:lightsteelblock/hardsteelblock→aeronautics M-23 (6× + 4× + 2× + 1× Opus + 1× + 1×)	M-23		into: s_a_b steel plates→aeronautics M-23 | reason: all M-23 structural plating rows; consolidate; include tiered delivery note (light=basic, hard=armored)
s_a_b	MERGE	s_a_b:hardsteelblock bulk freight M-31 (2× mixed)	M-31		into: s_a_b steel plates→economy M-34 | reason: heavy bulk freight of armor plate requiring aeronautics (M-31) is a delivery mechanism for the same economy anchor — the plate that must be shipped is the plate that fuels the M-34 trade; fold as delivery context
s_a_b	CUT	s_a_b colored steel plates→create M-04 crush (3× REJECT dominant + 1× + 1×)	M-04		motif M-04 | reason: crushing armor plate back to steel undercuts the fortification purpose; M-04 is primarily for deco/stone sets; REJECT majority; the colored variants are aesthetic fills
s_a_b	CUT	s_a_b:hardsteelblock→economy M-08 (1× Opus ACCEPT)	M-08		motif M-08 | reason: M-08 is for raw-metal-to-coin chains (M-08 = player-minted currency from scarce ore); selling construction blocks is a player choice captured by M-34 KEEP; double-counting; re-expressed correctly in M-34
s_a_b	CUT	s_a_b:lightsteelblock→create M-06 (1× REJECT)	M-06		motif M-06 | reason: light steel is an everyday building block; sequenced assembly on the base tier violates depth-scales-with-power; REJECT confirmed
s_a_b	CUT	s_a_b:lightsteelblock→create M-23 compacting (1× — marked M-23 but delivery is compacting, not aeronautics)	M-23		motif M-23 | reason: duplicate of aeronautics M-23 KEEP's base-tier entry; consolidate into M-23 KEEP
s_a_b	CUT	s_a_b:hardsteelblock→survival M-15 boss-drop gate (1× + 1× mixed)	M-15		motif M-15 | reason: armor blocks are structural/decorative; gating the hardest tier behind a boss drop frustrates builders who don't have a combat specialist; the M-06 depth chain is the appropriate gate; REJECT confirmed
s_a_b	CUT	s_a_b:steelblock→economy M-30 (1× ACCEPT)	M-30		motif M-30 | reason: regional scarcity belongs on steel's source mod (the ore/ingot owner), not on this downstream block sink; double-gating the same scarcity on a secondary consumer adds noise; REJECT confirmed
s_a_b	CUT	s_a_b:lightsteelblock→economy M-28 colony blacksmith (1×)	M-28		motif M-28 | reason: a colony blacksmith producing basic light-steel blocks is plausible but steel is not a basic colonial craft (it requires blast furnace); depth vs. cost guardrail; single pass; weak motif fit
s_a_b	CUT	s_a_b:brass_* glyph sign blocks→create M-04 / M-12 (2× 1A rows)	M-04		motif M-04/M-12 | reason: the brass typeface set from s_a_b is a deco set; M-12 / M-04 on deco signage adds no loop value; "Create brass makes signs" is ambient decoration, not a weave that closes a loop
s_a_b	CUT	s_a_b steel plating survival M-26 (1×)	M-26		motif M-26 | reason: armor blocks consumed as fortification cost is real pressure but M-26 is better expressed as the trade demand in M-34; no separate anchor added
sablecollisiondamage	LEAVE				pure behavior patch — 2 rows both REJECT; the mod adds no items or materials, only physics-realism collision damage on ship impact; no material flows through it; no processing method applies
samurai_dynasty	KEEP	samurai_dynasty gem/jade/ruby/onyx/aquamarine ores → create M-03	M-03	v0.7.0	motif M-03 | delivery: recipe (create:crushing — ore-doubling for all four gem ores; standard Create ore-reward pattern) | milestone: v0.7.0 | why "of course": new gem ores get the same Create ore-doubling reward every other ore enjoys; 20-suggested, 20-ACCEPT strongest; steel also tagged c:ingots/steel folds in via tag unification
samurai_dynasty	KEEP	samurai_dynasty:akaname_tongue / Yokai mob drops → magic M-11	M-11	v0.11.0	motif M-11 | delivery: recipe (occultism:spirit_fire — Yokai drops transmute into occult essences; Yokai are spirit-world creatures in Japanese folklore) | milestone: v0.11.0 | why "of course": a Yokai's tongue burning in spirit-fire is the most natural recipe in the pack; 14-suggested, 14-ACCEPT
samurai_dynasty	KEEP	samurai_dynasty Yokai drops → economy M-34	M-34	v0.9.0	motif M-34 | delivery: emergent (combat specialist farms Yokai for drops — akaname_tongue, kitsune pelt, oni horn — and trades to magic/crafting players; rare drops are the commodity) | milestone: v0.9.0 | why "of course": non-combat players need Yokai drops for magic/gear work but can't or won't hunt Tengu; 5-suggested opus-corroborated, 5-ACCEPT
samurai_dynasty	KEEP	samurai_dynasty jade/ruby/onyx/aquamarine gems (regional ores) → economy M-30	M-30	v0.9.0	motif M-30 | delivery: config (GTMOGS regional vein placement — jade only in jungle-adjacent deep regions, aquamarine in ocean-floor deepslate; players in different biomes must trade gem-forged goods) | milestone: v0.9.0 | why "of course": gem ores only spawn in distinct biome columns; armor-forged goods from those gems are region-locked by default; 2-suggested, 2-ACCEPT (corroborated by multiple 1-pass rows)
samurai_dynasty	CUT	samurai_dynasty:silver_ore / silver ingot → create M-03 (any silver route)	M-03		reason: CLAUDE.md hard-warns — samurai_dynasty tags its silver as c:*silver which MUST NOT be unified with Galosphere palladium or Occultism silver; any silver unification row is a landmine; REJECT majority and explicit CLAUDE.md prohibition; ALL silver rows CUT
samurai_dynasty	CUT	samurai_dynasty:silver → create M-03 / numismatics M-08 / magic M-29 / occultism silver chain	M-03		reason: same silver caveat — all silver unification attempts CUT regardless of framing
samurai_dynasty	CUT	samurai_dynasty:steel_ingot → numismatics M-08	M-08		reason: c:ingots/steel is shared with TFMG and create_ironworks; minting shared-tag steel as a coin metal would create tag-unification ambiguity; REJECT majority
samurai_dynasty	CUT	samurai_dynasty spirit_stone blocks → create M-04 crushing	M-04		reason: spirit stone is a culturally significant Shinto-shrine build palette; recycling to rubble is thematically disrespectful; REJECT majority (8-suggested, 6-REJECT)
samurai_dynasty	CUT	samurai_dynasty:steel → aeronautics M-23 structural (c:ingots/steel)	M-23		reason: create_ironworks also provides c:ingots/steel for M-23; two sources of the same tagged material create a confusing double-anchor; REJECT ×1 + tag-unification concern
samurai_dynasty	CUT	samurai_dynasty katana/spear → create M-06 sequenced_assembly (weapon forging chain)	M-06		reason: feudal blades forged on a factory assembly line is a tone clash with the mod's aesthetic; REJECT ×2
samurai_dynasty	CUT	samurai_dynasty:jade → magic M-10 imbuement (double-spend)	M-10		reason: jade already has the M-03 ore-doubling route; adding an arcane infusion path creates double-spend on the same gem; reagent-ownership concern; REJECT ×2
samurai_dynasty	CUT	samurai_dynasty Yokai drops → magic M-10 imbuement (Ars)	M-10		reason: M-11 spirit_fire is the stronger thematic fit for spirit-creature drops (already KEEP); imbuement would duplicate the same sink; REJECT majority at 9-suggested
samurai_dynasty	CUT	samurai_dynasty:steel → create M-05 pressing/mechanical_crafting	M-05		reason: steel is a shared tag (c:ingots/steel); gating its production behind M-05 would affect all sources; tone mismatch for a combat-origin alloy; REJECT majority
samurai_dynasty	CUT	samurai_dynasty:steel → TFMG hot_blast / M-03 unification	M-03		reason: TFMG also produces c:ingots/steel; unifying is the same double-spend / tag-overlap problem; REJECT majority
samurai_dynasty	CUT	samurai_dynasty katana/spear → create M-20 deploy/item_application	M-20		reason: M-20 is a light single-step upgrade; wrapping self-contained combat gear in a Create deploy step is forced; REJECT ×2
samurai_dynasty	CUT	samurai_dynasty:steel → create M-29 cross-route (tfmg blast furnace dependency)	M-29		reason: c:ingots/steel unification makes this ambiguous; same tag-overlap issue; 2-pass ACCEPT insufficient
samurai_dynasty	CUT	samurai_dynasty aquamarine/ruby → magic M-10 imbuement	M-10		reason: the gem ores are already covered by M-03 Create ore-doubling; adding an arcane path for aquamarine/ruby creates double-spend on regional gems; 2-pass ACCEPT insufficient vs. tag concerns
samurai_dynasty	CUT	samurai_dynasty weapons/armor M-34 (traded goods)	M-34		reason: M-34 KEEP above covers Yokai drops as the combat-specialist commodity; weapons/armor from the player are ambient trade, not a weave
samurai_dynasty	CUT	samurai_dynasty:steel M-12 (create:mixing or tfmg:industrial_blasting)	M-12		reason: c:ingots/steel tag-overlap makes this a tag-unification operation, not a recipe weave; 1-pass ACCEPT insufficient
samurai_dynasty	CUT	samurai_dynasty:aquamarine/onyx as M-07 attunement catalyst	M-07		reason: reagent-ownership — M-07 catalyst role is already filled by galosphere:allurite_shard / lumiere_shard; introducing competing catalysts fragments the system; REJECT ×1
samurai_dynasty	CUT	samurai_dynasty:spirit_stone as MineColonies colony material M-28	M-28		reason: the mod's spirit_stone crushing is already CUT (tone); a colony-material demand for it would require the crush CUT to be reinstated; mixed/1-ACCEPT each; insufficient without spirit_stone in the recipe graph
samurai_dynasty	CUT	samurai_dynasty:katana Yokai-absorption → magic M-29 cross-route (ars binding)	M-29		reason: the katana's native kill-gate mechanic is the mod's own mechanic; adding a mandatory Ars imbuement binding step would require KubeJS hooks into a native mechanic; 1-pass ACCEPT; insufficient for the complexity cost
samurai_dynasty	CUT	samurai_dynasty Yokai spawn → survival M-16 / M-22 seasonal/lunar gating	M-16		reason: spawn-rate config (Serene Seasons autumn boost, Blood Moon surge) is a config/tuning decision, not a recipe weave; no material is routed through a method; 1-pass ACCEPT; no-method for M-16/M-22
samurai_dynasty	CUT	samurai_dynasty:cloth → economy M-28 colony Tailor	M-28		reason: samurai_dynasty:cloth presence in item list is unconfirmed as a tradeable good the colony Tailor would actually request; 1-pass ACCEPT; insufficient confidence
samurai_dynasty	CUT	samurai_dynasty:jade → economy M-08 numismatics gem-coin	M-08		reason: jade is already M-30 regional scarcity KEEP; minting jade into coin is an ambient endpoint (selling a scarce regional good), which is the retired M-09 logic; CUT
samurai_dynasty	MERGE	samurai_dynasty gem ores M-03 near-dups (5-ACCEPT×2 opus, 3-ACCEPT×3, 1-ACCEPT×3)	M-03		into: KEEP gem ores→create M-03 | reason: all express the same four-gem ore-doubling route; representative is 20-ACCEPT row
samurai_dynasty	MERGE	samurai_dynasty:steel M-03 (8-ACCEPT opus, 6-ACCEPT, 3-ACCEPT, 1-ACCEPT multiple)	M-03		into: KEEP gem ores→create M-03 | reason: c:ingots/steel is tag-compatible with the gem M-03 KEEP; the ore-doubling pattern covers steel as a processed alloy via create:mixing (iron + coke); merged into KEEP delivery note
samurai_dynasty	MERGE	Yokai drops M-11 spirit_fire near-dups (9-suggested, 6-suggested, 4-suggested, 1-suggested multiple)	M-11		into: KEEP Yokai→magic M-11 | reason: all express the same spirit_fire transmutation; representative is 14-ACCEPT row
samurai_dynasty	MERGE	Yokai drops M-02 (5-ACCEPT opus — "yokai folklore drops are spirit-stuff")	M-02		into: KEEP Yokai→magic M-11 | reason: M-11 (spirit_fire transmutation) is the correct motif for spirit-creature drops; M-02 framing merged
samurai_dynasty	MERGE	Yokai drops M-10 imbuement (Ars, various phrasings, net REJECT)	M-10		into: CUT | reason: M-11 is the accepted anchor; M-10 is a duplicate with weaker thematic fit
samurai_dynasty	MERGE	samurai_dynasty M-34 economy Yokai supply (2-ACCEPT, 1-ACCEPT multiple)	M-34		into: KEEP Yokai→economy M-34 | reason: near-dups of the M-34 KEEP
samurai_dynasty	MERGE	samurai_dynasty gem M-30 near-dups (1-ACCEPT×3 — jade only / gem scarcity / steel region-locked)	M-30		into: KEEP gem→economy M-30 | reason: all express the same regional ore-scarcity framing
samurai_dynasty	MERGE	samurai_dynasty:steel M-23 aeronautics (2-ACCEPT)	M-23		into: CUT | reason: tag-unification conflict with create_ironworks; folded into CUT reasoning
samurai_dynasty	MERGE	samurai_dynasty:jade M-07 attunement catalyst (1-ACCEPT — "jade at corners of enchanting apparatus")	M-07		into: CUT | reason: reagent-ownership conflict with galosphere catalysts; CUT confirmed
